(1554348680008,1291)
(1554348682060,3266)
(1554348684008,4045)
(1554348686068,3766)
(1554348688029,3687)
(1554348689999,3635)
(1554348692065,3907)
(1554348694021,4085)
(1554348696082,3784)
(1554348698041,3735)
(1554348700001,3703)
(1554348702062,3808)
(1554348704015,3592)
(1554348706075,3752)
(1554348708039,4331)
(1554348709989,4085)
(1554348712057,3584)
(1554348714025,3482)
(1554348716089,3773)
(1554348716399,2296)
(1554348716399,213)
